date,index_fund_name
09-02-2018,1733.31
12-02-2018,1758.08
13-02-2018,1758.39
14-02-2018,1783.97
15-02-2018,1803.23
16-02-2018,1818.27
19-02-2018,1799.33
20-02-2018,1802.23
21-02-2018,1802.1
22-02-2018,1798.81
23-02-2018,1799.25
26-02-2018,1807.09
27-02-2018,1796.53
28-02-2018,1777.75
01-03-2018,1753.1
02-03-2018,1734.6
05-03-2018,1755.13
06-03-2018,1767.6
07-03-2018,1773.64
08-03-2018,1781.11
09-03-2018,1787.07
12-03-2018,1791.49
13-03-2018,1784.95
14-03-2018,1777.04
15-03-2018,1780.47
16-03-2018,1779.14
19-03-2018,1766.61
20-03-2018,1767.56
21-03-2018,1764.37
22-03-2018,1743.07
23-03-2018,1734.29
26-03-2018,1733.83
27-03-2018,1748.24
28-03-2018,1750.57
29-03-2018,1750.54
30-03-2018,1750.54
02-04-2018,1752.65
03-04-2018,1738.71
04-04-2018,1734.92
05-04-2018,1766.64
06-04-2018,1765.12
09-04-2018,1774.59
10-04-2018,1795.21
11-04-2018,1789.58
12-04-2018,1791.51
13-04-2018,1794.59
16-04-2018,1793.16
17-04-2018,1804.64
18-04-2018,1814.82
19-04-2018,1813.27
20-04-2018,1800.48
23-04-2018,1798.02
24-04-2018,1797.46
25-04-2018,1777.76
26-04-2018,1785.44
27-04-2018,1788.36
30-04-2018,1788.79
01-05-2018,1773.1
02-05-2018,1779.15
03-05-2018,1764.99
04-05-2018,1773.76
07-05-2018,1782.09
08-05-2018,1775.11
09-05-2018,1786.99
10-05-2018,1788.53
11-05-2018,1800.06
14-05-2018,1804.1
15-05-2018,1789.27
16-05-2018,1781.41
17-05-2018,1793.68
18-05-2018,1785.56
21-05-2018,1788.38
22-05-2018,1796.15
23-05-2018,1765.11
24-05-2018,1757.96
25-05-2018,1749.62
28-05-2018,1739.22
29-05-2018,1707.66
30-05-2018,1719.79
31-05-2018,1717.22
01-06-2018,1732.33
04-06-2018,1742.36
05-06-2018,1732.6
06-06-2018,1748.57
07-06-2018,1751.16
08-06-2018,1739.06
11-06-2018,1757.56
12-06-2018,1752.21
13-06-2018,1753.04
14-06-2018,1756.26
15-06-2018,1734.02
18-06-2018,1719.29
19-06-2018,1700.17
20-06-2018,1706.55
21-06-2018,1695.67
22-06-2018,1721.16
25-06-2018,1689.65
26-06-2018,1688.19
27-06-2018,1691.08
28-06-2018,1675.74
29-06-2018,1702.61
02-07-2018,1678.76
03-07-2018,1698.7
04-07-2018,1699.1
05-07-2018,1714.88
06-07-2018,1726.31
09-07-2018,1737
10-07-2018,1738.74
11-07-2018,1716.61
12-07-2018,1724.36
13-07-2018,1725.14
16-07-2018,1725.33
17-07-2018,1725.87
18-07-2018,1729.81
19-07-2018,1721.89
20-07-2018,1733.11
23-07-2018,1729.6
24-07-2018,1744.49
25-07-2018,1735.01
26-07-2018,1746.52
27-07-2018,1752.54
30-07-2018,1756.22
31-07-2018,1758.44
01-08-2018,1745.73
02-08-2018,1722.51
03-08-2018,1730.84
06-08-2018,1723.82
07-08-2018,1737.3
08-08-2018,1735.58
09-08-2018,1731.79
10-08-2018,1692.06
13-08-2018,1685.41
14-08-2018,1679.17
15-08-2018,1647.43
16-08-2018,1666.55
17-08-2018,1667.77
20-08-2018,1680.78
21-08-2018,1697.26
22-08-2018,1708.18
23-08-2018,1701.6
24-08-2018,1710.26
27-08-2018,1725.55
28-08-2018,1731.44
29-08-2018,1733.3
30-08-2018,1722.65
31-08-2018,1704.61
03-09-2018,1705.12
04-09-2018,1683.05
05-09-2018,1674.56
06-09-2018,1665.45
07-09-2018,1660.16
10-09-2018,1670.35
11-09-2018,1666.63
12-09-2018,1679.97
13-09-2018,1685.57
14-09-2018,1690.03
17-09-2018,1695.38
18-09-2018,1698.88
19-09-2018,1700.77
20-09-2018,1725.05
21-09-2018,1734.81
24-09-2018,1729.19
25-09-2018,1736.51
26-09-2018,1736.31
27-09-2018,1732.74
28-09-2018,1709.28
01-10-2018,1708.01
02-10-2018,1695.28
03-10-2018,1701.3
04-10-2018,1680.83
05-10-2018,1665
08-10-2018,1641.93
09-10-2018,1645.1
10-10-2018,1628.28
11-10-2018,1599.48
12-10-2018,1595.8
15-10-2018,1602.03
16-10-2018,1625.2
17-10-2018,1611.66
18-10-2018,1597.71
19-10-2018,1597.72
22-10-2018,1587.28
23-10-2018,1562.2
24-10-2018,1549.47
25-10-2018,1555.17
26-10-2018,1542.44
29-10-2018,1558.19
30-10-2018,1555.01
31-10-2018,1577.24
01-11-2018,1592.47
02-11-2018,1593.93
05-11-2018,1595.34
06-11-2018,1592.46
07-11-2018,1616.48
08-11-2018,1613.18
09-11-2018,1597.5
12-11-2018,1568.26
13-11-2018,1583.04
14-11-2018,1577.79
15-11-2018,1563.85
16-11-2018,1571.48
19-11-2018,1567.73
20-11-2018,1544.24
21-11-2018,1559.82
22-11-2018,1550.3
23-11-2018,1546.86
26-11-2018,1565.84
27-11-2018,1555.13
28-11-2018,1553.28
29-11-2018,1571.09
30-11-2018,1559.72
03-12-2018,1579.4
04-12-2018,1568.05
05-12-2018,1547.78
06-12-2018,1505.43
07-12-2018,1516.48
10-12-2018,1486.19
11-12-2018,1501.99
12-12-2018,1532.8
13-12-2018,1528.12
14-12-2018,1511.83
17-12-2018,1499.76
18-12-2018,1490.4
19-12-2018,1502.39
20-12-2018,1480.24
21-12-2018,1480.01
24-12-2018,1473.8
25-12-2018,1473.8
26-12-2018,1471.79
27-12-2018,1447.41
28-12-2018,1480.57
31-12-2018,1486.4
01-01-2019,1486.4
02-01-2019,1474.37
03-01-2019,1465.76
04-01-2019,1509.53
07-01-2019,1512.7
08-01-2019,1522.63
09-01-2019,1539.9
10-01-2019,1546.48
11-01-2019,1541.53
14-01-2019,1532.99
15-01-2019,1533.6
16-01-2019,1535.49
17-01-2019,1533.86
18-01-2019,1560.34
21-01-2019,1556.94
22-01-2019,1549.06
23-01-2019,1550.9
24-01-2019,1551.19
25-01-2019,1566.66
28-01-2019,1556.68
29-01-2019,1566.4
30-01-2019,1574.17
31-01-2019,1582.53
01-02-2019,1586.5
04-02-2019,1582
05-02-2019,1602.36
06-02-2019,1600.35
07-02-2019,1573.72
08-02-2019,1561.19
11-02-2019,1567.21
12-02-2019,1577.71
13-02-2019,1585.37
14-02-2019,1578.27
15-02-2019,1598.9
18-02-2019,1608.13
19-02-2019,1609
20-02-2019,1621.91
21-02-2019,1616.98
22-02-2019,1619.3
25-02-2019,1624.49
26-02-2019,1631.74
27-02-2019,1630.68
28-02-2019,1631.85
01-03-2019,1638.02
04-03-2019,1632.47
05-03-2019,1632.6
06-03-2019,1633.7
07-03-2019,1614.59
08-03-2019,1600.25
11-03-2019,1611.32
12-03-2019,1617.36
13-03-2019,1632.46
14-03-2019,1644.37
15-03-2019,1658.64
18-03-2019,1665.4
19-03-2019,1676.09
20-03-2019,1661.53
21-03-2019,1662.7
22-03-2019,1631.12
25-03-2019,1629.38
26-03-2019,1635.62
27-03-2019,1631.85
28-03-2019,1626.88
29-03-2019,1635.23
01-04-2019,1653.82
02-04-2019,1655.1
03-04-2019,1676.73
04-04-2019,1670.46
05-04-2019,1672.98
08-04-2019,1676.34
09-04-2019,1670.04
10-04-2019,1671.19
11-04-2019,1675.54
12-04-2019,1684.33
15-04-2019,1685.57
16-04-2019,1688.87
17-04-2019,1691.73
18-04-2019,1686.65
19-04-2019,1686.65
22-04-2019,1685.76
23-04-2019,1685.26
24-04-2019,1682.11
25-04-2019,1669.91
26-04-2019,1675.97
29-04-2019,1677.66
30-04-2019,1684.77
01-05-2019,1688.04
02-05-2019,1671.17
03-05-2019,1678.23
06-05-2019,1664.76
07-05-2019,1640.06
08-05-2019,1644.8
09-05-2019,1622.49
10-05-2019,1628.77
13-05-2019,1609.41
14-05-2019,1621.43
15-05-2019,1628.55
16-05-2019,1643.99
17-05-2019,1635.37
20-05-2019,1619.41
21-05-2019,1630.26
22-05-2019,1624.19
23-05-2019,1600.42
24-05-2019,1617.01
27-05-2019,1618.66
28-05-2019,1612.93
29-05-2019,1585.55
30-05-2019,1589.77
31-05-2019,1579.26
03-06-2019,1594.24
04-06-2019,1607.74
05-06-2019,1617.5
06-06-2019,1620.13
07-06-2019,1643.03
10-06-2019,1643.42
11-06-2019,1654.31
12-06-2019,1649.87
13-06-2019,1645.27
14-06-2019,1631.67
17-06-2019,1630.39
18-06-2019,1652.13
19-06-2019,1657.19
20-06-2019,1674.39
21-06-2019,1672.63
24-06-2019,1678.67
25-06-2019,1675.75
26-06-2019,1669.93
27-06-2019,1668.73
28-06-2019,1682.62
01-07-2019,1685.79
02-07-2019,1687.83
03-07-2019,1699.55
04-07-2019,1701.37
05-07-2019,1680.27
08-07-2019,1678.14
09-07-2019,1668.8
10-07-2019,1672.06
11-07-2019,1670.03
12-07-2019,1670.3
15-07-2019,1675.17
16-07-2019,1675.38
17-07-2019,1669.41
18-07-2019,1664.73
19-07-2019,1666.93
22-07-2019,1669.18
23-07-2019,1675.02
24-07-2019,1674.63
25-07-2019,1667.31
26-07-2019,1667.7
29-07-2019,1669.84
30-07-2019,1647.17
31-07-2019,1649.17
01-08-2019,1644.84
02-08-2019,1610.45
05-08-2019,1584.09
06-08-2019,1577.24
07-08-2019,1585
08-08-2019,1608.96
09-08-2019,1595.72
12-08-2019,1592.81
13-08-2019,1597.66
14-08-2019,1566.04
15-08-2019,1555.44
16-08-2019,1574.38
19-08-2019,1590.83
20-08-2019,1578.65
21-08-2019,1598.58
22-08-2019,1590.46
23-08-2019,1581.43
26-08-2019,1582.06
27-08-2019,1589.98
28-08-2019,1584.16
29-08-2019,1599.53
30-08-2019,1602.62
02-09-2019,1601.59
03-09-2019,1597.41
04-09-2019,1621.71
05-09-2019,1635.51
06-09-2019,1640.96
09-09-2019,1638.04
10-09-2019,1638.66
11-09-2019,1645.3
12-09-2019,1653.22
13-09-2019,1665.82
16-09-2019,1643.52
17-09-2019,1650.3
18-09-2019,1651.68
19-09-2019,1661.78
20-09-2019,1659.86
23-09-2019,1645.14
24-09-2019,1644.68
25-09-2019,1629.82
26-09-2019,1637.33
27-09-2019,1645.95
30-09-2019,1644.8
01-10-2019,1625.45
02-10-2019,1585.57
03-10-2019,1591.03
04-10-2019,1601.51
07-10-2019,1615.34
08-10-2019,1591.9
09-10-2019,1602.12
10-10-2019,1616.84
11-10-2019,1656.4
14-10-2019,1646.95
15-10-2019,1666.2
16-10-2019,1665.65
17-10-2019,1674.1
18-10-2019,1672.39
21-10-2019,1683.91
22-10-2019,1683.74
23-10-2019,1683.14
24-10-2019,1691.67
25-10-2019,1692.16
28-10-2019,1696.12
29-10-2019,1697.03
30-10-2019,1699.87
31-10-2019,1695.38
01-11-2019,1709.19
04-11-2019,1724.11
05-11-2019,1715.33
06-11-2019,1718.89
07-11-2019,1719.94
08-11-2019,1711.51
11-11-2019,1713.16
12-11-2019,1716.34
13-11-2019,1711.31
14-11-2019,1703.23
15-11-2019,1717.83
18-11-2019,1721.63
19-11-2019,1719.08
20-11-2019,1709.72
21-11-2019,1704.98
22-11-2019,1706.21
25-11-2019,1720.21
26-11-2019,1721.39
27-11-2019,1724.42
28-11-2019,1723.1
29-11-2019,1718.1
02-12-2019,1698.51
03-12-2019,1688.55
04-12-2019,1708.72
05-12-2019,1707.09
06-12-2019,1720.49
09-12-2019,1719.81
10-12-2019,1718.6
11-12-2019,1722.05
12-12-2019,1732.69
13-12-2019,1753.39
16-12-2019,1777.9
17-12-2019,1769.49
18-12-2019,1763.16
19-12-2019,1764.8
20-12-2019,1773.66
23-12-2019,1773.45
24-12-2019,1776.34
25-12-2019,1776.34
26-12-2019,1778.16
27-12-2019,1791.26
30-12-2019,1781.98
31-12-2019,1784.16
01-01-2020,1784.16
02-01-2020,1796.81
03-01-2020,1786.37
06-01-2020,1783.64
07-01-2020,1779.85
08-01-2020,1779.58
09-01-2020,1781.58
10-01-2020,1781.05
13-01-2020,1781.11
14-01-2020,1784.2
15-01-2020,1789.61
16-01-2020,1791.76
17-01-2020,1801.31
20-01-2020,1796.69
21-01-2020,1796.33
22-01-2020,1790.98
23-01-2020,1774.07
24-01-2020,1785.66
27-01-2020,1743.52
28-01-2020,1756.1
29-01-2020,1762.85
30-01-2020,1750.9
31-01-2020,1738.44
03-02-2020,1737.98
04-02-2020,1762.97
05-02-2020,1778.82
06-02-2020,1782.81
07-02-2020,1775.84
10-02-2020,1770.32
11-02-2020,1784.46
12-02-2020,1792.47
13-02-2020,1782.99
14-02-2020,1779.1
17-02-2020,1782.5
18-02-2020,1774.44
19-02-2020,1784.19
20-02-2020,1770.54
21-02-2020,1768.97
24-02-2020,1703.17
25-02-2020,1674.63
26-02-2020,1674.99
27-02-2020,1630.44
28-02-2020,1573.27
02-03-2020,1596.86
03-03-2020,1623.21
04-03-2020,1641.63
05-03-2020,1624.76
06-03-2020,1581.93
09-03-2020,1476.22
10-03-2020,1451.38
11-03-2020,1431.81
12-03-2020,1243.98
13-03-2020,1260.71
16-03-2020,1208.16
17-03-2020,1219.42
18-03-2020,1156.1
19-03-2020,1177.27
20-03-2020,1195.64
23-03-2020,1152.7
24-03-2020,1255.26
25-03-2020,1299.2
26-03-2020,1355.02
27-03-2020,1313.08
30-03-2020,1327.29
31-03-2020,1341.52
01-04-2020,1297.58
02-04-2020,1297.45
03-04-2020,1276.95
06-04-2020,1321.87
07-04-2020,1357.33
08-04-2020,1354.37
09-04-2020,1384
10-04-2020,1384
13-04-2020,1381.34
14-04-2020,1396.44
15-04-2020,1343.34
16-04-2020,1344.08
17-04-2020,1384.16
20-04-2020,1392.25
21-04-2020,1341.77
22-04-2020,1362.85
23-04-2020,1375.14
24-04-2020,1357.91
27-04-2020,1386.12
28-04-2020,1408.74
29-04-2020,1436.2
30-04-2020,1417.46
01-05-2020,1411.71
04-05-2020,1364.3
05-05-2020,1384.36
06-05-2020,1373.64
07-05-2020,1385.28
08-05-2020,1409.88
11-05-2020,1398.2
12-05-2020,1408.52
13-05-2020,1375.88
14-05-2020,1343.35
15-05-2020,1349.29
18-05-2020,1409.99
19-05-2020,1411.43
20-05-2020,1431.23
21-05-2020,1413.37
22-05-2020,1405.64
25-05-2020,1426.11
26-05-2020,1453.41
27-05-2020,1457.02
28-05-2020,1490.62
29-05-2020,1476.53
01-06-2020,1494.43
02-06-2020,1524.01
03-06-2020,1568.01
04-06-2020,1573.76
05-06-2020,1607.88
08-06-2020,1602.28
09-06-2020,1590.57
10-06-2020,1584.85
11-06-2020,1523.95
12-06-2020,1510.33
15-06-2020,1509.52
16-06-2020,1547.9
17-06-2020,1557.57
18-06-2020,1545.73
19-06-2020,1549.97
22-06-2020,1546.78
23-06-2020,1578.9
24-06-2020,1526.89
25-06-2020,1529.98
26-06-2020,1522.02
29-06-2020,1534.36
30-06-2020,1533.79
01-07-2020,1540.87
02-07-2020,1566.6
03-07-2020,1555.65
06-07-2020,1591.03
07-07-2020,1576.33
08-07-2020,1572.35
09-07-2020,1555.24
10-07-2020,1572.44
13-07-2020,1595.18
14-07-2020,1586.99
15-07-2020,1616.95
16-07-2020,1611.32
17-07-2020,1612.44
20-07-2020,1626.06
21-07-2020,1637.81
22-07-2020,1637.52
23-07-2020,1638.5
24-07-2020,1614.88
27-07-2020,1630.56
28-07-2020,1630.14
29-07-2020,1635.55
30-07-2020,1602.38
31-07-2020,1590.32
03-08-2020,1611.05
04-08-2020,1612.73
05-08-2020,1636.9
06-08-2020,1619.4
07-08-2020,1615.9
10-08-2020,1618.55
11-08-2020,1646.03
12-08-2020,1671.06
13-08-2020,1664.21
14-08-2020,1642.77
17-08-2020,1653.45
18-08-2020,1651.87
19-08-2020,1660.24
20-08-2020,1633.83
21-08-2020,1622.51
24-08-2020,1653.48
25-08-2020,1649.56
26-08-2020,1663.01
27-08-2020,1648.3
28-08-2020,1654.24
31-08-2020,1652.28
01-09-2020,1646.88
02-09-2020,1656.93
03-09-2020,1634.43
04-09-2020,1611.05
07-09-2020,1641.22
08-09-2020,1617.98
09-09-2020,1647.34
10-09-2020,1646.14
11-09-2020,1642.94
14-09-2020,1650.77
15-09-2020,1658.75
16-09-2020,1665.26
17-09-2020,1653.21
18-09-2020,1649.35
